status_treat2	gene_name
UP	C2_09380W_A
NC	C2_09390W_A
NC	C2_09400C_A
UP	C2_09410W_A
NC	C2_09420W_A
DOWN	C2_09430W_A
NC	C2_09460C_A
UP	C2_09470C_A
UP	C2_09480W_A
UP	C2_09490W_A
UP	C2_09500W_A
NC	C2_09510C_A
UP	C2_09520C_A
NC	C2_09530W_A
UP	C2_09540W_A
UP	C2_09550C_A
NC	C2_09560C_A
UP	C2_09570C_A
NC	C2_09580W_A
NC	C2_09590C_A
UP	C2_09600C_A
UP	C2_09610W_A
UP	C2_09620W_A
UP	C2_09630C_A
NC	C2_09640W_A
NC	C2_09650W_A
NC	C2_09660W_A
NC	C2_09670C_A
NC	C2_09680W_A
UP	C2_09690C_A
UP	C2_09700W_A
DOWN	C2_09710C_A
NC	C2_09720W_A
NC	C2_09730C_A
NC	C2_09740W_A
UP	C2_09750W_A
UP	C2_09760W_A
NC	C2_09770C_A
UP	C2_09780C_A
NC	C2_09790W_A
UP	C2_09800C_A
UP	C2_09810C_A
NC	C2_09820W_A
NC	C2_09830C_A
NC	C2_09840W_A
UP	C2_09850C_A
UP	C2_09860C_A
NC	C2_09870W_A
UP	C2_09880C_A
UP	C2_09890W_A
NC	C2_09900C_A
NC	C2_09910C_A
UP	C2_09920W_A
UP	C2_09930W_A
NC	C2_09940W_A
DOWN	C2_09950W_A
NC	C2_09960W_A
NC	C2_09970C_A
UP	C2_09980W_A
UP	C2_09990C_A
UP	C2_10000C_A
UP	C2_10010C_A
UP	C2_10020C_A
NC	C2_10030C_A
UP	C2_10040W_A
UP	C2_10050W_A
NC	C2_10060C_A
UP	C2_10070W_A
NC	C2_10080W_A
UP	C2_10090C_A
UP	C2_10100W_A
DOWN	C2_10110W_A
NC	C2_10120W_A
UP	C2_10130W_A
UP	C2_10140W_A
UP	C2_10150W_A
UP	C2_10160W_A
UP	C2_10170C_A
UP	C2_10180W_A
NC	C2_10190C_A
UP	C2_10200W_A
UP	C2_10210C_A
NC	C2_10220C_A
UP	C2_10230W_A
DOWN	C2_10240W_A
UP	C2_10250C_A
NC	C2_10260C_A
NC	C2_10270W_A
NC	C2_10280C_A
NC	C2_10290W_A
UP	C2_10300C_A
UP	C2_10310C_A
UP	C2_10320C_A
NC	C2_10330C_A
NC	C2_10340W_A
NC	C2_10350C_A
NC	C2_10360C_A
NC	C2_10420W_A
NC	C2_10430C_A
NC	C2_10440C_A
UP	C2_10450W_A
NC	C2_10460C_A
UP	C2_10470C_A
DOWN	C2_10480W_A
UP	C2_10530C_A
NC	C2_10540W_A
NC	C2_10550C_A
DOWN	C2_10560C_A
NC	C2_10570W_A
UP	C2_10580W_A
DOWN	C2_10590W_A
NC	C2_10600W_A
UP	C2_10610W_A
DOWN	C2_10620W_A
UP	C2_10630W_A
NC	C2_10640C_A
UP	C2_10650W_A
NC	C2_10660W_A
NC	C2_10670W_A
NC	C2_10680W_A
NC	C2_10690W_A
UP	C2_10700C_A
NC	C2_10710W_A
NC	C2_10720C_A
UP	C2_10730W_A
UP	C2_10740C_A
UP	C2_10750C_A
NC	C2_10760C_A
NC	C2_10770W_A
UP	C2_10780C_A
NC	C2_10790C_A
UP	C2_10800W_A
NC	C2_10810W_A
NC	C2_10820C_A
NC	C2_10830W_A
UP	C2_10840W_A
UP	C2_10850C_A
NC	C2_10860C_A
NC	C2_10870W_A
UP	C3_00010C_A
NC	C3_00020W_A
UP	C3_00030C_A
NC	C3_00040W_A
UP	C3_00050C_A
UP	C3_00060W_A
DOWN	C3_00090W_A
NC	C3_00100W_A
NC	C3_00110C_A
NC	C3_00120W_A
NC	C3_00130C_A
NC	C3_00140W_A
NC	C3_00150W_A
NC	C3_00160C_A
NC	C3_00170C_A
NC	C3_00180C_A
NC	C3_00190W_A
NC	C3_00200C_A
NC	C3_00210C_A
UP	C3_00220W_A
UP	C3_00230C_A
NC	C3_00240C_A
NC	C3_00250C_A
DOWN	C3_00260C_A
NC	C3_00270C_A
UP	C3_00280C_A
UP	C3_00290W_A
UP	C3_00300W_A
UP	C3_00310C_A
DOWN	C3_00320W_A
NC	C3_00330W_A
NC	C3_00340W_A
NC	C3_00350W_A
UP	C3_00360W_A
UP	C3_00370C_A
UP	C3_00380C_A
NC	C3_00390W_A
UP	C3_00400C_A
NC	C3_00410C_A
NC	C3_00420W_A
NC	C3_00430W_A
UP	C3_00440W_A
NC	C3_00450C_A
DOWN	C3_00460W_A
NC	C3_00470W_A
UP	C3_00480C_A
NC	C3_00490W_A
UP	C3_00500C_A
UP	C3_00510W_A
NC	C3_00520W_A
UP	C3_00530C_A
NC	C3_00540C_A
NC	C3_00550C_A
NC	C3_00560C_A
NC	C3_00570C_A
UP	C3_00580W_A
NC	C3_00590W_A
DOWN	C3_00600W_A
NC	C3_00610W_A
NC	C3_00620C_A
UP	C3_00630W_A
NC	C3_00640W_A
UP	C3_00650W_A
UP	C3_00660W_A
NC	C3_00670C_A
NC	C3_00680C_A
NC	C3_00690C_A
UP	C3_00700W_A
NC	C3_00710W_A
DOWN	C3_00720W_A
UP	C3_00730W_A
NC	C3_00740W_A
NC	C3_00750W_A
NC	C3_00760W_A
UP	C3_00770C_A
UP	C3_00780W_A
UP	C3_00790W_A
NC	C3_00800W_A
UP	C3_00810C_A
NC	C3_00820W_A
NC	C3_00830C_A
NC	C3_00840C_A
NC	C3_00850C_A
NC	C3_00860W_A
UP	C3_00870W_A
NC	C3_00880W_A
UP	C3_00890C_A
UP	C3_00900C_A
UP	C3_00910W_A
UP	C3_00920W_A
DOWN	C3_00930W_A
NC	C3_00940W_A
UP	C3_00950C_A
UP	C3_00960W_A
NC	C3_00980W_A
UP	C3_00990C_A
NC	C3_01000W_A
UP	C3_01010W_A
NC	C3_01020W_A
NC	C3_01030W_A
NC	C3_01040C_A
NC	C3_01050C_A
UP	C3_01060W_A
UP	C3_01070C_A
NC	C3_01080W_A
DOWN	C3_01090W_A
NC	C3_01100W_A
UP	C3_01110C_A
UP	C3_01120W_A
UP	C3_01130C_A
UP	C3_01140W_A
UP	C3_01150C_A
UP	C3_01160W_A
NC	C3_01170W_A
UP	C3_01180C_A
UP	C3_01190C_A
UP	C3_01200W_A
NC	C3_01210C_A
NC	C3_01220W_A
UP	C3_01230C_A
NC	C3_01250W_A
NC	C3_01260C_A
UP	C3_01270W_A
NC	C3_01280W_A
NC	C3_01290W_A
NC	C3_01300C_A
UP	C3_01310W_A
NC	C3_01320C_A
NC	C3_01330W_A
UP	C3_01340W_A
NC	C3_01350C_A
NC	C3_01360C_A
UP	C3_01370C_A
UP	C3_01390C_A
NC	C3_01400W_A
DOWN	C3_01410C_A
NC	C3_01420C_A
UP	C3_01430W_A
UP	C3_01440C_A
NC	C3_01450C_A
UP	C3_01460C_A
NC	C3_01470W_A
NC	C3_01480C_A
DOWN	C3_01490W_A
NC	C3_01500C_A
NC	C3_01510W_A
NC	C3_01520C_A
UP	C3_01530C_A
DOWN	C3_01540W_A
NC	C3_01550C_A
NC	C3_01560W_A
UP	C3_01570W_A
NC	C3_01580W_A
NC	C3_01590W_A
NC	C3_01600W_A
DOWN	C3_01610W_A
UP	C3_01620W_A
NC	C3_01630W_A
UP	C3_01640C_A
NC	C3_01660W_A
NC	C3_01670W_A
NC	C3_01680C_A
NC	C3_01690W_A
NC	C3_01700W_A
UP	C3_01710C_A
NC	C3_01720C_A
UP	C3_01730C_A
NC	C3_01740C_A
NC	C3_01750C_A
UP	C3_01760W_A
UP	C3_01770C_A
NC	C3_01780C_A
UP	C3_01790C_A
NC	C3_01800C_A
NC	C3_01810C_A
UP	C3_01820W_A
NC	C3_01830C_A
NC	C3_01850W_A
NC	C3_01860C_A
NC	C3_01880W_A
NC	C3_01890C_A
NC	C3_01900C_A
NC	C3_01910C_A
UP	C3_01930W_A
NC	C3_01940C_A
NC	C3_01950C_A
NC	C3_01960C_A
NC	C3_01970C_A
NC	C3_01980C_A
NC	C3_01990W_A
UP	C3_02000W_A
UP	C3_02010C_A
NC	C3_02020W_A
UP	C3_02030W_A
NC	C3_02040C_A
NC	C3_02060W_A
UP	C3_02070C_A
NC	C3_02080W_A
UP	C3_02090C_A
NC	C3_02100W_A
DOWN	C3_02110W_A
NC	C3_02120W_A
NC	C3_02130W_A
NC	C3_02140C_A
DOWN	C3_02150C_A
NC	C3_02160C_A
NC	C3_02170C_A
DOWN	C3_02180C_A
NC	C3_02190C_A
UP	C3_02200W_A
NC	C3_02210C_A
UP	C3_02220W_A
NC	C3_02230C_A
NC	C3_02240C_A
UP	C3_02250C_A
NC	C3_02260C_A
UP	C3_02270W_A
UP	C3_02280C_A
NC	C3_02290W_A
UP	C3_02300W_A
DOWN	C3_02310W_A
NC	C3_02320W_A
UP	C3_02330C_A
UP	C3_02340W_A
NC	C3_02350W_A
UP	C3_02360C_A
UP	C3_02370C_A
UP	C3_02390W_A
NC	C3_02400C_A
NC	C3_02410C_A
UP	C3_02420C_A
NC	C3_02430W_A
UP	C3_02440C_A
NC	C3_02450W_A
NC	C3_02460C_A
DOWN	C3_02470C_A
UP	C3_02480C_A
NC	C3_02490C_A
NC	C3_02500W_A
UP	C3_02510C_A
UP	C3_02530W_A
UP	C3_02540C_A
UP	C3_02550C_A
UP	C3_02560W_A
UP	C3_02570W_A
NC	C3_02580C_A
NC	C3_02590W_A
NC	C3_02600C_A
UP	C3_02610C_A
NC	C3_02620C_A
NC	C3_02630C_A
NC	C3_02640C_A
UP	C3_02650W_A
UP	C3_02660W_A
UP	C3_02670W_A
NC	C3_02680C_A
NC	C3_02690C_A
UP	C3_02700W_A
NC	C3_02710W_A
UP	C3_02720W_A
UP	C3_02750W_A
UP	C3_02760C_A
NC	C3_02770C_A
NC	C3_02780W_A
NC	C3_02790W_A
UP	C3_02800W_A
NC	C3_02810C_A
NC	C3_02820C_A
NC	C3_02830W_A
UP	C3_02840W_A
UP	C3_02850C_A
NC	C3_02860W_A
UP	C3_02870C_A
UP	C3_02880W_A
NC	C3_02890C_A
UP	C3_02900W_A
UP	C3_02910W_A
NC	C3_02920W_A
UP	C3_02930W_A
NC	C3_02940C_A
DOWN	C3_02950C_A
UP	C3_02960C_A
UP	C3_02970C_A
UP	C3_02980C_A
UP	C3_02990C_A
NC	C3_03000W_A
NC	C3_03010C_A
UP	C3_03020W_A
NC	C3_03030C_A
DOWN	C3_03040W_A
NC	C3_03050C_A
NC	C3_03060W_A
NC	C3_03070W_A
NC	C3_03080W_A
NC	C3_03090W_A
NC	C3_03100C_A
UP	C3_03110W_A
NC	C3_03120C_A
NC	C3_03130C_A
UP	C3_03140C_A
UP	C3_03150W_A
NC	C3_03160C_A
UP	C3_03170W_A
NC	C3_03180C_A
NC	C3_03190C_A
NC	C3_03200C_A
NC	C3_03210W_A
NC	C3_03230C_A
UP	C3_03240C_A
UP	C3_03250W_A
NC	C3_03260W_A
NC	C3_03270W_A
NC	C3_03280C_A
NC	C3_03290C_A
UP	C3_03300C_A
UP	C3_03310C_A
NC	C3_03320W_A
NC	C3_03330C_A
NC	C3_03340C_A
DOWN	C3_03360W_A
NC	C3_03370C_A
NC	C3_03380W_A
NC	C3_03390C_A
NC	C3_03400C_A
UP	C3_03410C_A
DOWN	C3_03420C_A
UP	C3_03430C_A
NC	C3_03440C_A
UP	C3_03450C_A
NC	C3_03460C_A
NC	C3_03470W_A
NC	C3_03480C_A
NC	C3_03490W_A
NC	C3_03500W_A
NC	C3_03510C_A
UP	C3_03520C_A
UP	C3_03530W_A
NC	C3_03540W_A
NC	C3_03550C_A
NC	C3_03560W_A
UP	C3_03570C_A
UP	C3_03580C_A
UP	C3_03590W_A
UP	C3_03600C_A
UP	C3_03610W_A
NC	C3_03620C_A
NC	C3_03630W_A
NC	C3_03640W_A
UP	C3_03650W_A
UP	C3_03660W_A
NC	C3_03670W_A
NC	C3_03680W_A
UP	C3_03690W_A
UP	C3_03700C_A
NC	C3_03710W_A
NC	C3_03720W_A
NC	C3_03730C_A
UP	C3_03740W_A
NC	C3_03750C_A
NC	C3_03760W_A
NC	C3_03770C_A
NC	C3_03780W_A
NC	C3_03790W_A
DOWN	C3_03800W_A
UP	C3_03810W_A
NC	C3_03820C_A
UP	C3_03830W_A
UP	C3_03840C_A
NC	C3_03850C_A
NC	C3_03860W_A
NC	C3_03870C_A
NC	C3_03880C_A
NC	C3_03890W_A
DOWN	C3_03900C_A
DOWN	C3_03910W_A
NC	C3_03920W_A
NC	C3_03930W_A
NC	C3_03940C_A
NC	C3_03970W_A
UP	C3_03980C_A
UP	C3_03990C_A
UP	C3_04000C_A
UP	C3_04020C_A
NC	C3_04030C_A
UP	C3_04040W_A
DOWN	C3_04060C_A
NC	C3_04070C_A
DOWN	C3_04080W_A
NC	C3_04090W_A
UP	C3_04100W_A
NC	C3_04110C_A
NC	C3_04120C_A
UP	C3_04130W_A
DOWN	C3_04140C_A
NC	C3_04150W_A
UP	C3_04160W_A
NC	C3_04170W_A
NC	C3_04180W_A
DOWN	C3_04190W_A
UP	C3_04200W_A
UP	C3_04210W_A
NC	C3_04220C_A
UP	C3_04230W_A
UP	C3_04240C_A
UP	C3_04250W_A
UP	C3_04260W_A
NC	C3_04270C_A
NC	C3_04290C_A
NC	C3_04300C_A
UP	C3_04310C_A
NC	C3_04320W_A
UP	C3_04330C_A
UP	C3_04340W_A
UP	C3_04350C_A
NC	C3_04360W_A
UP	C3_04370C_A
NC	C3_04380C_A
NC	C3_04390W_A
NC	C3_04400C_A
NC	C3_04410C_A
NC	C3_04420W_A
DOWN	C3_04430W_A
UP	C3_04440C_A
UP	C3_04450C_A
UP	C3_04460W_A
NC	C3_04470W_A
NC	C3_04480C_A
NC	C3_04490W_A
DOWN	C3_04500C_A
NC	C3_04510W_A
DOWN	C3_04520C_A
UP	C3_04530C_A
UP	C3_04540C_A
DOWN	C3_04550C_A
NC	C3_04560W_A
UP	C3_04570C_A
DOWN	C3_04580C_A
DOWN	C3_04590W_A
DOWN	C3_04600C_A
UP	C3_04610W_A
UP	C3_04620C_A
UP	C3_04630W_A
UP	C3_04640W_A
NC	C3_04650W_A
UP	C3_04660C_A
DOWN	C3_04670C_A
DOWN	C3_04680W_A
NC	C3_04690C_A
NC	C3_04700W_A
UP	C3_04710W_A
UP	C3_04720C_A
UP	C3_04730C_A
UP	C3_04740C_A
UP	C3_04750W_A
UP	C3_04760C_A
NC	C3_04770C_A
NC	C3_04780C_A
UP	C3_04790W_A
UP	C3_04800C_A
DOWN	C3_04810C_A
NC	C3_04820C_A
DOWN	C3_04830C_A
UP	C3_04840C_A
NC	C3_04860W_A
UP	C3_04870W_A
UP	C3_04880W_A
NC	C3_04890W_A
UP	C3_04900W_A
NC	C3_04910C_A
UP	C3_04920C_A
NC	C3_04930C_A
NC	C3_04940W_A
NC	C3_04950W_A
DOWN	C3_04960W_A
NC	C3_04970C_A
UP	C3_04980W_A
NC	C3_04990W_A
UP	C3_05000W_A
UP	C3_05010C_A
UP	C3_05020W_A
NC	C3_05030W_A
UP	C3_05040C_A
UP	C3_05050W_A
UP	C3_05060W_A
UP	C3_05070W_A
UP	C3_05080W_A
NC	C3_05090C_A
DOWN	C3_05100C_A
UP	C3_05110W_A
UP	C3_05120C_A
UP	C3_05130C_A
NC	C3_05140C_A
NC	C3_05150W_A
NC	C3_05160C_A
UP	C3_05170W_A
NC	C3_05180W_A
NC	C3_05190C_A
DOWN	C3_05200W_A
UP	C3_05210C_A
NC	C3_05220W_A
NC	C3_05230W_A
DOWN	C3_05240C_A
DOWN	C3_05250C_A
UP	C3_05270C_A
NC	C3_05280C_A
NC	C3_05290C_A
NC	C3_05300C_A
NC	C3_05310W_A
NC	C3_05320W_A
NC	C3_05330C_A
UP	C3_05340W_A
UP	C3_05350C_A
NC	C3_05360C_A
DOWN	C3_05370C_A
UP	C3_05380W_A
NC	C3_05390C_A
NC	C3_05400C_A
UP	C3_05410W_A
NC	C3_05420W_A
UP	C3_05430W_A
UP	C3_05440C_A
NC	C3_05450C_A
NC	C3_05460W_A
NC	C3_05470W_A
UP	C3_05500W_A
UP	C3_05510W_A
NC	C3_05520C_A
NC	C3_05530W_A
UP	C3_05540C_A
NC	C3_05550C_A
UP	C3_05560W_A
NC	C3_05570W_A
DOWN	C3_05580C_A
NC	C3_05590C_A
NC	C3_05600W_A
DOWN	C3_05610W_A
UP	C3_05620W_A
NC	C3_05630W_A
UP	C3_05640W_A
NC	C3_05650W_A
UP	C3_05660C_A
UP	C3_05670C_A
UP	C3_05680W_A
UP	C3_05700W_A
NC	C3_05710W_A
UP	C3_05720C_A
UP	C3_05730C_A
UP	C3_05740C_A
UP	C3_05750C_A
NC	C3_05760W_A
UP	C3_05770C_A
NC	C3_05780C_A
UP	C3_05790C_A
NC	C3_05800W_A
UP	C3_05810C_A
NC	C3_05820W_A
NC	C3_05830W_A
UP	C3_05840W_A
UP	C3_05850W_A
UP	C3_05860C_A
UP	C3_05870C_A
NC	C3_05880C_A
UP	C3_05890W_A
UP	C3_05900W_A
UP	C3_05910W_A
UP	C3_05920W_A
DOWN	C3_05930W_A
UP	C3_05940C_A
UP	C3_05950W_A
NC	C3_05960W_A
NC	C3_05970C_A
UP	C3_05980C_A
NC	C3_05990C_A
NC	C3_06000W_A
DOWN	C3_06010W_A
NC	C3_06020W_A
NC	C3_06030W_A
UP	C3_06040W_A
NC	C3_06050C_A
UP	C3_06060W_A
NC	C3_06070C_A
UP	C3_06080W_A
NC	C3_06090C_A
NC	C3_06100C_A
UP	C3_06110C_A
NC	C3_06120C_A
UP	C3_06130W_A
DOWN	C3_06140W_A
UP	C3_06150W_A
NC	C3_06160C_A
NC	C3_06170C_A
NC	C3_06180C_A
UP	C3_06190C_A
NC	C3_06200C_A
UP	C3_06210C_A
UP	C3_06220C_A
UP	C3_06230W_A
NC	C3_06240C_A
NC	C3_06250W_A
UP	C3_06260C_A
NC	C3_06270C_A
NC	C3_06280W_A
NC	C3_06290W_A
NC	C3_06300W_A
UP	C3_06310C_A
UP	C3_06320W_A
NC	C3_06330W_A
NC	C3_06340W_A
UP	C3_06350W_A
UP	C3_06360C_A
UP	C3_06370C_A
NC	C3_06380W_A
NC	C3_06390W_A
UP	C3_06400C_A
UP	C3_06410C_A
NC	C3_06420C_A
NC	C3_06430W_A
NC	C3_06440W_A
UP	C3_06450W_A
NC	C3_06470W_A
NC	C3_06480C_A
UP	C3_06490W_A
UP	C3_06500W_A
UP	C3_06510C_A
UP	C3_06520C_A
UP	C3_06530W_A
UP	C3_06540C_A
NC	C3_06550C_A
DOWN	C3_06560W_A
NC	C3_06570C_A
UP	C3_06580W_A
NC	C3_06590W_A
UP	C3_06600C_A
NC	C3_06610W_A
NC	C3_06620W_A
UP	C3_06630W_A
UP	C3_06640W_A
NC	C3_06650C_A
UP	C3_06660C_A
UP	C3_06670C_A
UP	C3_06680C_A
UP	C3_06690C_A
DOWN	C3_06700C_A
NC	C3_06710W_A
UP	C3_06720W_A
UP	C3_06730W_A
UP	C3_06740W_A
UP	C3_06750W_A
NC	C3_06760W_A
UP	C3_06770W_A
UP	C3_06780C_A
UP	C3_06790W_A
NC	C3_06800C_A
UP	C3_06810W_A
NC	C3_06820C_A
NC	C3_06830C_A
DOWN	C3_06850W_A
NC	C3_06860C_A
DOWN	C3_06870W_A
UP	C3_06880W_A
UP	C3_06890W_A
UP	C3_06900W_A
NC	C3_06910C_A
NC	C3_06920W_A
UP	C3_06940W_A
NC	C3_06950W_A
NC	C3_06970W_A
UP	C3_06980W_A
NC	C3_06990W_A
NC	C3_07000W_A
NC	C3_07010W_A
NC	C3_07020W_A
UP	C3_07030C_A
NC	C3_07040C_A
NC	C3_07050W_A
NC	C3_07060W_A
UP	C3_07070C_A
NC	C3_07080W_A
NC	C3_07090W_A
UP	C3_07100C_A
UP	C3_07110W_A
UP	C3_07120W_A
NC	C3_07130W_A
UP	C3_07140C_A
DOWN	C3_07150C_A
UP	C3_07160W_A
NC	C3_07170C_A
NC	C3_07180C_A
UP	C3_07200C_A
NC	C3_07210W_A
NC	C3_07220C_A
UP	C3_07230W_A
UP	C3_07240W_A
NC	C3_07250W_A
UP	C3_07260C_A
UP	C3_07270C_A
NC	C3_07280C_A
NC	C3_07290W_A
NC	C3_07300W_A
NC	C3_07310C_A
UP	C3_07320W_A
NC	C3_07330W_A
NC	C3_07340W_A
UP	C3_07350W_A
NC	C3_07360W_A
NC	C3_07370W_A
NC	C3_07380W_A
NC	C3_07390C_A
NC	C3_07400W_A
NC	C3_07410C_A
NC	C3_07420W_A
NC	C3_07430W_A
DOWN	C3_07440W_A
NC	C3_07450C_A
UP	C3_07460W_A
NC	C3_07470W_A
NC	C3_07480W_A
NC	C3_07490W_A
NC	C3_07500W_A
UP	C3_07510C_A
NC	C3_07540C_A
UP	C3_07550C_A
NC	C3_07560W_A
UP	C3_07570C_A
NC	C3_07580W_A
NC	C3_07590W_A
NC	C3_07600W_A
UP	C3_07610W_A
UP	C3_07620C_A
UP	C3_07630C_A
NC	C3_07640C_A
UP	C3_07650C_A
UP	C3_07660W_A
DOWN	C3_07670W_A
UP	C3_07680W_A
NC	C3_07690C_A
NC	C3_07700W_A
NC	C3_07710W_A
UP	C3_07720C_A
NC	C3_07730W_A
NC	C3_07740W_A
NC	C3_07750W_A
UP	C3_07760C_A
NC	C3_07770C_A
NC	C3_07780C_A
NC	C3_07790W_A
NC	C3_07800C_A
UP	C3_07810C_A
NC	C3_07820W_A
UP	C3_07830W_A
NC	C3_07840C_A
NC	C3_07850W_A
NC	C3_07860C_A
NC	C3_07870W_A
NC	C3_07880C_A
NC	C3_07890W_A
UP	C3_07900C_A
UP	C3_07910W_A
NC	C3_07920W_A
NC	C3_07930C_A
NC	C3_07940W_A
NC	C3_07950C_A
UP	C3_07970C_A
UP	C3_07980C_A
UP	C4_00010W_A
NC	C4_00020W_A
NC	C4_00030C_A
NC	C4_00040W_A
NC	C4_00050W_A
UP	C4_00060W_A
NC	C4_00070C_A
UP	C4_00080C_A
UP	C4_00090W_A
NC	C4_00100C_A
UP	C4_00110C_A
UP	C4_00120W_A
NC	C4_00130W_A
NC	C4_00140C_A
NC	C4_00150C_A
DOWN	C4_00160C_A
UP	C4_00170W_A
NC	C4_00180W_A
UP	C4_00190W_A
NC	C4_00200C_A
UP	C4_00210W_A
NC	C4_00220C_A
UP	C4_00230W_A
NC	C4_00240C_A
NC	C4_00250W_A
NC	C4_00260W_A
DOWN	C4_00270W_A
NC	C4_00280W_A
UP	C4_00290C_A
NC	C4_00300C_A
NC	C4_00310C_A
NC	C4_00320C_A
DOWN	C4_00330C_A
NC	C4_00340W_A
UP	C4_00350W_A
NC	C4_00360C_A
NC	C4_00370W_A
NC	C4_00380W_A
NC	C4_00390W_A
UP	C4_00400W_A
UP	C4_00410W_A
NC	C4_00420C_A
UP	C4_00430W_A
UP	C4_00440C_A
DOWN	C4_00450C_A
NC	C4_00460C_A
NC	C4_00470C_A
UP	C4_00480W_A
UP	C4_00490W_A
NC	C4_00500W_A
NC	C4_00510C_A
UP	C4_00520W_A
UP	C4_00530C_A
NC	C4_00540C_A
NC	C4_00560C_A
NC	C4_00570C_A
NC	C4_00580W_A
NC	C4_00590C_A
UP	C4_00600C_A
NC	C4_00610W_A
UP	C4_00620C_A
UP	C4_00630C_A
UP	C4_00640W_A
NC	C4_00650W_A
NC	C4_00660W_A
UP	C4_00670W_A
NC	C4_00680W_A
UP	C4_00690C_A
NC	C4_00700C_A
NC	C4_00710W_A
NC	C4_00720W_A
UP	C4_00730C_A
NC	C4_00740W_A
NC	C4_00750C_A
NC	C4_00760W_A
NC	C4_00770C_A
NC	C4_00780C_A
UP	C4_00790C_A
UP	C4_00800W_A
UP	C4_00810C_A
NC	C4_00820W_A
UP	C4_00830W_A
NC	C4_00840W_A
UP	C4_00850C_A
UP	C4_00860C_A
NC	C4_00880W_A
NC	C4_00890W_A
UP	C4_00910C_A
UP	C4_00920C_A
UP	C4_00940W_A
NC	C4_00950C_A
NC	C4_00960W_A
NC	C4_00970C_A
UP	C4_00980C_A
UP	C4_00990W_A
UP	C4_01000C_A
NC	C4_01010C_A
NC	C4_01020C_A
UP	C4_01030W_A
DOWN	C4_01050C_A
NC	C4_01060W_A
NC	C4_01070W_A
NC	C4_01080W_A
UP	C4_01090C_A
DOWN	C4_01100C_A
UP	C4_01120C_A
UP	C4_01130C_A
NC	C4_01140C_A
NC	C4_01150W_A
NC	C4_01160W_A
NC	C4_01170C_A
UP	C4_01180W_A
UP	C4_01190W_A
NC	C4_01200C_A
UP	C4_01220C_A
UP	C4_01230C_A
UP	C4_01240C_A
UP	C4_01250W_A
UP	C4_01260W_A
DOWN	C4_01270W_A
NC	C4_01280C_A
UP	C4_01290W_A
NC	C4_01300W_A
UP	C4_01310W_A
UP	C4_01320C_A
UP	C4_01330W_A
NC	C4_01340W_A
NC	C4_01350W_A
NC	C4_01360W_A
NC	C4_01370W_A
NC	C4_01380W_A
UP	C4_01390W_A
NC	C4_01400W_A
NC	C4_01410W_A
UP	C4_01420W_A
UP	C4_01430C_A
NC	C4_01440W_A
NC	C4_01450W_A
NC	C4_01460C_A
UP	C4_01470W_A
UP	C4_01480C_A
NC	C4_01490W_A
UP	C4_01500W_A
NC	C4_01510W_A
DOWN	C4_01520C_A
DOWN	C4_01530C_A
UP	C4_01550C_A
UP	C4_01560C_A
UP	C4_01570C_A
NC	C4_01580C_A
UP	C4_01590C_A
UP	C4_01600C_A
UP	C4_01620C_A
UP	C4_01630C_A
UP	C4_01640C_A
NC	C4_01650C_A
NC	C4_01660W_A
UP	C4_01670C_A
UP	C4_01680W_A
DOWN	C4_01690C_A
DOWN	C4_01700C_A
NC	C4_01710C_A
NC	C4_01720C_A
NC	C4_01730C_A
NC	C4_01740W_A
DOWN	C4_01750C_A
DOWN	C4_01760W_A
NC	C4_01770W_A
UP	C4_01780C_A
UP	C4_01790W_A
DOWN	C4_01800W_A
NC	C4_01820C_A
NC	C4_01830C_A
NC	C4_01840C_A
UP	C4_01850C_A
NC	C4_01860C_A
UP	C4_01870C_A
NC	C4_01880W_A
UP	C4_01890C_A
NC	C4_01900C_A
NC	C4_01910W_A
UP	C4_01920W_A
UP	C4_01930C_A
UP	C4_01940W_A
NC	C4_01950W_A
NC	C4_01960C_A
NC	C4_01970W_A
NC	C4_01980C_A
UP	C4_01990W_A
NC	C4_02000C_A
UP	C4_02010C_A
NC	C4_02020W_A
UP	C4_02030W_A
UP	C4_02040W_A
NC	C4_02050W_A
UP	C4_02060C_A
UP	C4_02070W_A
UP	C4_02080W_A
NC	C4_02090C_A
NC	C4_02100C_A
NC	C4_02110W_A
UP	C4_02120W_A
NC	C4_02130W_A
NC	C4_02140C_A
UP	C4_02150C_A
UP	C4_02160C_A
UP	C4_02170C_A
UP	C4_02180C_A
UP	C4_02190C_A
UP	C4_02200C_A
UP	C4_02210W_A
UP	C4_02220C_A
NC	C4_02230C_A
UP	C4_02240C_A
NC	C4_02250C_A
UP	C4_02260C_A
NC	C4_02270C_A
NC	C4_02280W_A
DOWN	C4_02290W_A
NC	C4_02300W_A
UP	C4_02310W_A
UP	C4_02320C_A
NC	C4_02330C_A
UP	C4_02340W_A
UP	C4_02360W_A
DOWN	C4_02370C_A
UP	C4_02380W_A
NC	C4_02390W_A
NC	C4_02400C_A
UP	C4_02410C_A
UP	C4_02420C_A
NC	C4_02430W_A
DOWN	C4_02440C_A
NC	C4_02450W_A
UP	C4_02460W_A
UP	C4_02470C_A
UP	C4_02480C_A
UP	C4_02490W_A
UP	C4_02500C_A
UP	C4_02510W_A
NC	C4_02520C_A
UP	C4_02530W_A
NC	C4_02540W_A
NC	C4_02550C_A
UP	C4_02560C_A
UP	C4_02570C_A
NC	C4_02580W_A
UP	C4_02590C_A
